Price,Type,Parking Spaces,Land Size,Building Size,Architecture Style,Bedrooms,Bathrooms,Livingrooms,Basements,State
3895.0,Other,0.0,668.44,117.52,Other,3.0,2.0,1.0,0.0,South Dakota
2300.0,Apartment,0.0,668.44,103.4,Other,2.0,2.0,1.0,0.0,Florida
18900.0,House,0.0,668.44,287.16,Other,4.0,4.0,1.0,0.0,Florida
1600.0,Other,0.0,668.44,113.53,Other,3.0,2.0,1.0,0.0,Tennessee
5000.0,Apartment,0.0,668.44,65.4,Other,1.0,2.0,1.0,0.0,Florida
3315.0,House,2.0,668.44,263.29,Other,4.0,3.0,1.0,0.0,California
4995.0,Townhouse,2.0,668.44,122.45,Other,2.0,3.0,1.0,0.0,Georgia
3200.0,House,0.0,809.37,122.63,Other,4.0,3.0,1.0,0.0,Other
2400.0,House,2.0,364.22,129.04,Other,2.0,3.0,1.0,0.0,Nevada
1550.0,Apartment,0.0,40.47,91.14,Other,2.0,2.0,1.0,0.0,Pennsylvania
2550.0,Other,0.0,728.43,187.66,Ranch,4.0,2.0,1.0,0.0,Arizona
2050.0,Other,1.0,668.44,111.48,Other,2.0,2.0,1.0,0.0,South Dakota
2300.0,House,0.0,930.78,178.1,Ranch,3.0,2.0,1.0,0.0,Arizona
2400.0,Townhouse,0.0,668.44,133.78,Other,2.0,1.0,1.0,0.0,New Jersey
3000.0,Townhouse,1.0,202.34,215.16,Colonial,4.0,4.0,1.0,1.0,Maryland
3700.0,Apartment,0.0,668.44,96.43,Other,2.0,2.0,1.0,0.0,Florida
6500.0,House,0.0,1861.56,196.21,Contemporary,4.0,2.0,1.0,0.0,New York
2855.0,House,0.0,315.66,137.03,Stick,2.0,2.0,1.0,0.0,Georgia
1750.0,Apartment,0.0,668.44,90.12,Other,2.0,2.0,1.0,0.0,Pennsylvania
2400.0,Other,1.0,668.44,74.32,Other,1.0,1.0,1.0,0.0,South Dakota
1488.0,Other,0.0,930.78,98.11,Other,3.0,1.0,1.0,0.0,Kentucky
1850.0,Townhouse,0.0,668.44,204.39,Other,4.0,4.0,1.0,0.0,North Carolina
1700.0,Apartment,0.0,668.44,89.09,Other,1.0,1.0,1.0,0.0,Utah
2500.0,Apartment,0.0,668.44,46.82,Other,1.0,1.0,1.0,0.0,Oregon
4600.0,Apartment,1.0,668.44,267.65,Contemporary,3.0,3.0,1.0,0.0,Georgia
1250.0,Other,0.0,668.44,78.97,Other,3.0,2.0,1.0,0.0,New York
2300.0,House,1.0,526.09,75.99,Rambler,2.0,1.0,1.0,0.0,New Jersey
2479.0,Other,2.0,668.44,96.53,Other,1.0,1.0,1.0,0.0,South Dakota
1400.0,Other,0.0,242.81,133.04,Other,2.0,1.0,1.0,0.0,New Jersey
1800.0,House,0.0,511.12,129.88,Other,3.0,2.0,1.0,0.0,Texas
1975.0,House,0.0,668.44,130.53,Other,3.0,2.0,1.0,0.0,Pennsylvania
2400.0,Apartment,1.0,668.44,140.28,Other,3.0,3.0,1.0,0.0,Florida
4000.0,House,0.0,809.37,133.04,Cape Cod,4.0,1.0,1.0,0.0,New York
1650.0,Townhouse,0.0,668.44,100.15,Other,2.0,2.0,1.0,0.0,Florida
3500.0,Apartment,0.0,668.44,46.82,Other,1.0,1.0,1.0,0.0,Florida
4800.0,Apartment,1.0,668.44,97.55,Contemporary,1.0,2.0,1.0,0.0,Pennsylvania
1675.0,Other,0.0,4046.86,58.06,Other,1.0,1.0,1.0,0.0,Rhode Island
1800.0,House,0.0,3035.15,133.04,Ranch,3.0,2.0,1.0,0.0,Georgia
2000.0,Apartment,0.0,715.08,131.46,Other,2.0,3.0,1.0,0.0,Arizona
1450.0,Townhouse,0.0,668.44,106.28,Other,2.0,3.0,1.0,0.0,Utah
3500.0,House,0.0,1173.59,271.0,Other,5.0,4.0,1.0,0.0,Pennsylvania
1300.0,Apartment,0.0,809.37,41.81,Other,3.0,1.0,1.0,0.0,Pennsylvania
2300.0,Townhouse,1.0,668.44,133.04,Other,2.0,1.0,1.0,0.0,New Jersey
1595.0,House,0.0,668.44,196.95,Other,3.0,2.0,1.0,0.0,Oklahoma
2600.0,Townhouse,0.0,668.44,122.26,Other,2.0,3.0,1.0,0.0,Florida
2900.0,Townhouse,0.0,121.41,181.63,New Traditional,3.0,2.0,1.0,1.0,New York
3500.0,House,2.0,1092.65,216.84,Colonial,4.0,3.0,1.0,1.0,Maryland
3200.0,Apartment,0.0,4570.93,192.96,High Rise,3.0,3.0,1.0,0.0,Arizona
1545.0,Other,0.0,202.34,102.19,Other,2.0,1.0,1.0,0.0,Pennsylvania
2500.0,House,1.0,380.81,200.67,Craftsman,3.0,3.0,1.0,0.0,Georgia
2300.0,Townhouse,1.0,121.41,227.71,Contemporary,3.0,3.0,1.0,1.0,Pennsylvania
2800.0,Other,2.0,202.34,203.64,Other,3.0,3.0,1.0,0.0,Georgia
2200.0,House,3.0,807.75,195.1,New Traditional,3.0,3.0,1.0,0.0,Other
4100.0,Other,3.0,3884.99,133.04,Other,4.0,2.0,1.0,0.0,New Jersey
5950.0,Apartment,0.0,668.44,103.12,Other,3.0,2.0,1.0,0.0,Florida
2399.0,House,0.0,242.81,229.66,Other,4.0,3.0,1.0,0.0,Utah
1400.0,Apartment,0.0,668.44,21.93,Other,3.0,1.0,1.0,0.0,Florida
1500.0,Other,1.0,1335.46,55.93,New Traditional,1.0,1.0,1.0,0.0,Georgia
3600.0,Townhouse,0.0,526.09,288.28,Other,6.0,2.0,1.0,0.0,Ohio
2800.0,House,1.0,668.44,123.84,Other,3.0,2.0,1.0,0.0,Florida
3000.0,Other,10.0,1133.12,133.04,Other,3.0,2.0,1.0,0.0,Delaware
3800.0,Other,2.0,668.44,228.26,Other,3.0,3.0,1.0,0.0,Virginia
1500.0,Other,0.0,6648.99,785.03,Other,3.0,2.0,1.0,0.0,South Carolina
3550.0,Townhouse,1.0,668.44,220.64,New Traditional,3.0,3.0,1.0,1.0,Pennsylvania
2495.0,Apartment,2.0,105.22,105.07,High Rise,2.0,2.0,1.0,0.0,Georgia
1850.0,Other,0.0,668.44,133.04,Other,2.0,1.0,1.0,0.0,New Jersey
4250.0,Townhouse,3.0,668.44,180.98,Other,4.0,4.0,1.0,0.0,New Jersey
4900.0,House,3.0,404.69,118.36,Other,3.0,2.0,1.0,0.0,Georgia
2250.0,Other,0.0,668.44,93.65,Other,2.0,2.0,1.0,0.0,South Dakota
15000.0,House,0.0,866.03,335.38,Other,3.0,3.0,1.0,0.0,Texas
2500.0,House,0.0,558.47,186.18,Other,4.0,2.0,1.0,0.0,Texas
2900.0,Townhouse,0.0,668.44,139.35,Other,3.0,3.0,1.0,0.0,Florida
1595.0,House,0.0,668.44,147.62,New Traditional,4.0,2.0,1.0,0.0,Oklahoma
1950.0,Townhouse,2.0,202.34,174.19,Contemporary,2.0,3.0,1.0,1.0,Delaware
4350.0,Townhouse,0.0,1987.01,182.18,Other,2.0,3.0,1.0,0.0,Texas
2500.0,House,0.0,668.44,213.68,Other,4.0,3.0,1.0,0.0,Utah
2025.0,House,0.0,364.22,150.6,Other,3.0,3.0,1.0,0.0,Georgia
2200.0,House,0.0,768.9,123.56,Other,4.0,2.0,1.0,0.0,Texas
4700.0,Apartment,0.0,728.43,134.71,Contemporary,2.0,2.0,1.0,0.0,New York
3300.0,House,0.0,214.48,171.03,New Traditional,3.0,2.0,1.0,0.0,Georgia
3000.0,House,0.0,4734.83,231.33,Rambler,3.0,2.0,1.0,0.0,Virginia
3495.0,House,0.0,1011.72,148.27,Other,3.0,3.0,1.0,0.0,Florida
2200.0,Other,0.0,8943.56,133.04,Stick,3.0,2.0,1.0,0.0,North Carolina
2500.0,House,2.0,668.44,133.04,Other,3.0,3.0,1.0,1.0,Pennsylvania
1395.0,House,0.0,1173.59,92.9,Contemporary,2.0,1.0,1.0,0.0,Oklahoma
2450.0,House,0.0,987.43,167.69,Ranch,3.0,3.0,1.0,0.0,Arizona
2300.0,House,0.0,668.44,136.29,Ranch,3.0,2.0,1.0,0.0,Tennessee
2200.0,House,4.0,1214.06,188.04,Bungalow,3.0,3.0,1.0,0.0,Other
3125.0,Other,0.0,668.44,99.03,Other,2.0,2.0,1.0,0.0,South Dakota
1850.0,Townhouse,0.0,121.41,144.19,Colonial,3.0,2.0,1.0,1.0,New Jersey
4000.0,Other,0.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,Delaware
50000.0,Other,3.0,1152.55,795.16,Modern,6.0,9.0,1.0,1.0,California
3500.0,Apartment,1.0,668.44,133.04,Other,3.0,3.0,1.0,0.0,New Jersey
1000.0,House,0.0,668.44,72.09,Other,2.0,1.0,1.0,0.0,Oklahoma
2700.0,Townhouse,2.0,485.62,148.64,New Traditional,3.0,2.0,1.0,1.0,New York
2650.0,Townhouse,0.0,80.94,157.38,New Traditional,3.0,3.0,1.0,1.0,Pennsylvania
7650.0,Other,2.0,631.71,169.64,Spanish,3.0,2.0,1.0,0.0,California
2150.0,Other,1.0,668.44,111.48,Other,3.0,2.0,1.0,0.0,Virginia
2300.0,Townhouse,2.0,121.41,137.31,Colonial,2.0,4.0,1.0,1.0,Virginia
1850.0,House,0.0,668.44,113.43,Cottage,3.0,2.0,1.0,0.0,Pennsylvania
3000.0,House,0.0,809.37,335.1,New Traditional,5.0,4.0,1.0,0.0,Georgia
2000.0,Apartment,0.0,121.41,119.94,Colonial,2.0,2.0,1.0,0.0,Maryland
3000.0,House,14.0,48562.32,737.56,Colonial,4.0,4.0,1.0,1.0,Colorado
1250.0,Apartment,0.0,607.03,41.81,Ranch,1.0,1.0,1.0,0.0,California
3450.0,House,2.0,668.44,187.39,Other,3.0,2.0,1.0,0.0,Florida
7900.0,Other,70.0,7567.63,133.04,Other,3.0,2.0,1.0,0.0,North Carolina
2045.0,House,0.0,687.97,173.73,Other,4.0,2.0,1.0,0.0,Minnesota
5200.0,House,0.0,1011.72,133.04,Split Level,3.0,2.0,1.0,0.0,New York
1800.0,House,0.0,728.43,115.2,Other,3.0,2.0,1.0,0.0,Indiana
1600.0,Apartment,0.0,668.44,78.04,Other,2.0,2.0,1.0,0.0,Florida
3300.0,Other,1.0,1173.59,266.26,Other,4.0,3.0,1.0,0.0,New Jersey
2800.0,Other,0.0,668.44,101.64,Other,2.0,2.0,1.0,0.0,Pennsylvania
6500.0,Apartment,0.0,668.44,167.23,Other,2.0,3.0,1.0,0.0,Florida
2975.0,Townhouse,2.0,161.87,172.06,Other,3.0,4.0,1.0,1.0,Virginia
1495.0,Apartment,0.0,668.44,75.99,High Rise,1.0,1.0,1.0,0.0,Minnesota
1800.0,House,1.0,2023.43,223.43,Cape Cod,4.0,2.0,1.0,0.0,Georgia
2150.0,Other,1.0,668.44,133.04,Other,3.0,3.0,1.0,0.0,South Carolina
1650.0,Apartment,2.0,3520.77,83.61,Colonial,2.0,1.0,1.0,0.0,Pennsylvania
1595.0,House,0.0,668.44,148.18,Ranch,3.0,2.0,1.0,0.0,Oklahoma
1800.0,Other,6.0,4896.7,133.04,Other,3.0,2.0,1.0,0.0,New Jersey
3400.0,House,4.0,930.78,194.35,Other,5.0,3.0,1.0,1.0,Virginia
2850.0,House,0.0,668.44,170.48,Other,3.0,2.0,1.0,0.0,Nevada
1000.0,Other,0.0,668.44,60.39,Other,3.0,2.0,1.0,0.0,New York
2000.0,Other,0.0,1173.59,621.71,Other,3.0,2.0,1.0,0.0,New Jersey
3200.0,Apartment,0.0,668.44,96.71,High Rise,2.0,2.0,1.0,0.0,Florida
1100.0,Apartment,0.0,607.03,60.39,Other,1.0,1.0,1.0,0.0,New York
2900.0,Other,0.0,668.44,178.28,Other,3.0,3.0,1.0,0.0,New Mexico
2995.0,Other,17.0,906.5,416.21,Other,3.0,2.0,1.0,0.0,California
1900.0,Apartment,0.0,668.44,43.94,Contemporary,1.0,1.0,1.0,0.0,South Carolina
2500.0,Other,1.0,668.44,55.74,Other,1.0,1.0,1.0,0.0,Texas
2500.0,Other,0.0,668.44,75.81,Other,1.0,2.0,1.0,0.0,Texas
1750.0,House,0.0,922.68,104.52,New Traditional,3.0,1.0,1.0,0.0,Texas
2200.0,Townhouse,0.0,668.44,87.61,Other,1.0,1.0,1.0,0.0,Maryland
5500.0,House,0.0,849.84,181.72,Other,3.0,2.0,1.0,0.0,Florida
1499.0,House,0.0,668.44,92.9,Other,2.0,2.0,1.0,0.0,Pennsylvania
1850.0,House,0.0,1497.34,182.65,Other,4.0,2.0,1.0,0.0,Louisiana
4995.0,House,2.0,704.15,178.28,Other,3.0,3.0,1.0,0.0,Texas
2300.0,Apartment,1.0,668.44,93.0,Other,2.0,2.0,1.0,0.0,Florida
975.0,Townhouse,0.0,121.41,156.08,New Traditional,1.0,1.0,1.0,0.0,Pennsylvania
38000.0,House,0.0,668.44,214.79,Other,5.0,4.0,1.0,0.0,New Jersey
2900.0,Townhouse,2.0,242.81,187.29,Colonial,4.0,4.0,1.0,1.0,Maryland
2750.0,Townhouse,0.0,566.56,232.26,Other,4.0,3.0,1.0,0.0,Florida
1235.0,House,0.0,668.44,150.87,Other,4.0,2.0,1.0,0.0,Texas
1750.0,Apartment,0.0,607.03,102.19,Other,2.0,1.0,1.0,0.0,Pennsylvania
2900.0,Other,0.0,668.44,167.23,Other,3.0,3.0,1.0,0.0,Florida
2400.0,Townhouse,0.0,671.78,78.97,Other,2.0,1.0,1.0,0.0,Arizona
6500.0,House,2.0,1982.96,455.88,Cape Cod,5.0,5.0,1.0,1.0,Maryland
4500.0,Townhouse,1.0,202.34,232.26,Other,4.0,4.0,1.0,1.0,Oregon
850.0,House,0.0,668.44,91.04,Other,3.0,2.0,1.0,0.0,Pennsylvania
2350.0,Apartment,0.0,668.44,81.29,Colonial,2.0,1.0,1.0,0.0,South Carolina
2800.0,House,0.0,1295.0,220.55,Colonial,5.0,3.0,1.0,0.0,New Jersey
1995.0,Townhouse,1.0,668.44,188.31,New Traditional,3.0,3.0,1.0,0.0,North Carolina
2000.0,Other,0.0,668.44,54.35,Other,1.0,1.0,1.0,0.0,New York
2800.0,Apartment,0.0,323.75,111.48,Cape Cod,2.0,1.0,1.0,0.0,New York
21.0,Other,0.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,California
1000.0,Townhouse,0.0,668.44,94.48,Other,2.0,1.0,1.0,0.0,Texas
4800.0,Other,0.0,668.44,55.74,Victorian,1.0,2.0,1.0,0.0,Pennsylvania
33000.0,Other,0.0,445.15,252.32,Other,4.0,2.0,1.0,0.0,New Jersey
2500.0,House,0.0,4289.67,223.43,Ranch,4.0,3.0,1.0,0.0,Florida
2800.0,Townhouse,1.0,668.44,154.03,Colonial,3.0,3.0,1.0,0.0,Maryland
3950.0,Townhouse,1.0,242.81,262.08,Victorian,3.0,2.0,1.0,0.0,Oregon
2795.0,House,0.0,768.9,209.5,New Traditional,4.0,2.0,1.0,0.0,Texas
6000.0,Other,1.0,668.44,114.46,Other,2.0,2.0,1.0,0.0,Florida
6500.0,House,0.0,663.69,258.27,Contemporary,4.0,3.0,1.0,0.0,Texas
5500.0,Apartment,0.0,668.44,138.05,Contemporary,2.0,2.0,1.0,0.0,New Jersey
1350.0,Apartment,0.0,58841.34,50.17,Other,3.0,1.0,1.0,0.0,Florida
4500.0,Other,0.0,11136.96,227.61,Other,3.0,2.0,1.0,0.0,Texas
2200.0,Other,2.0,242.81,140.28,French,2.0,3.0,1.0,0.0,Georgia
2300.0,House,0.0,663.69,132.48,New Traditional,3.0,2.0,1.0,0.0,Texas
2310.0,House,0.0,372.31,165.37,Other,3.0,2.0,1.0,0.0,Texas
38000.0,House,0.0,668.44,133.04,Other,5.0,3.0,1.0,1.0,New Jersey
1950.0,Townhouse,0.0,668.44,137.5,Other,3.0,3.0,1.0,0.0,Florida
2490.0,Other,0.0,607.03,92.9,Other,2.0,2.0,1.0,0.0,Pennsylvania
3600.0,House,0.0,886.26,239.41,Other,4.0,3.0,1.0,0.0,Texas
1700.0,Apartment,0.0,668.44,11.15,Bungalow,1.0,1.0,1.0,0.0,Tennessee
2850.0,Apartment,2.0,24584.65,98.2,Other,3.0,2.0,1.0,0.0,California
1025.0,House,1.0,748.67,92.81,Other,3.0,1.0,1.0,0.0,Texas
2595.0,House,0.0,550.37,172.24,New Traditional,3.0,2.0,1.0,0.0,Texas
1900.0,House,0.0,436.25,133.78,Other,3.0,2.0,1.0,0.0,Texas
1450.0,Apartment,0.0,668.44,86.96,Other,2.0,1.0,1.0,0.0,Virginia
4200.0,Townhouse,2.0,668.44,130.06,Other,3.0,2.0,1.0,0.0,Massachusetts
3000.0,House,0.0,930.78,188.41,Other,6.0,5.0,1.0,0.0,New York
1490.0,Other,0.0,607.03,55.74,Other,1.0,1.0,1.0,0.0,Pennsylvania
1900.0,Other,2.0,24483504.0,113.62,Other,3.0,2.0,1.0,0.0,Texas
795.0,House,0.0,404.69,98.85,Other,3.0,2.0,1.0,0.0,Louisiana
19500.0,House,0.0,8903.09,153.29,Other,2.0,2.0,1.0,0.0,Vermont
3000.0,Other,0.0,668.44,160.26,Other,3.0,2.0,1.0,0.0,Florida
6500.0,Other,0.0,668.44,79.15,Other,1.0,1.0,1.0,0.0,Florida
2750.0,House,0.0,728.43,167.23,Other,3.0,2.0,1.0,0.0,Mississippi
1600.0,House,0.0,849.84,92.9,Ranch,3.0,2.0,1.0,0.0,Alabama
1700.0,House,0.0,158232.09,140.38,Other,1.0,1.0,1.0,0.0,New Hampshire
4000.0,House,0.0,728.43,133.04,Ranch,4.0,3.0,1.0,0.0,New York
2200.0,House,1.0,668.44,96.15,Other,2.0,1.0,1.0,0.0,Florida
3300.0,House,2.0,668.44,105.72,Ranch,3.0,2.0,1.0,0.0,Rhode Island
50000.0,House,5.0,5094.59,524.81,Contemporary,5.0,6.0,1.0,0.0,California
3000.0,House,2.0,951.01,116.13,Bungalow,3.0,2.0,1.0,0.0,Oregon
850.0,House,0.0,668.44,85.84,Other,3.0,2.0,1.0,0.0,Pennsylvania
2350.0,Apartment,2.0,668.44,115.01,New Traditional,2.0,2.0,1.0,0.0,Virginia
2150.0,House,0.0,578.7,171.13,New Traditional,4.0,2.0,1.0,0.0,Texas
2450.0,Townhouse,0.0,668.44,111.2,New Traditional,2.0,2.0,1.0,1.0,Pennsylvania
1600.0,Apartment,0.0,668.44,47.75,Other,1.0,1.0,1.0,0.0,South Carolina
1500.0,House,2.0,668.44,143.54,Other,3.0,2.0,1.0,0.0,Texas
1600.0,House,0.0,364.22,170.2,New Traditional,2.0,1.0,1.0,0.0,Georgia
5200.0,Other,2.0,792.38,241.36,New Traditional,4.0,3.0,1.0,0.0,California
1450.0,Apartment,0.0,668.44,62.99,Other,1.0,1.0,1.0,0.0,Maryland
1150.0,House,2.0,2225.77,87.33,Other,2.0,1.0,1.0,0.0,Indiana
5500.0,Other,0.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,New York
1550.0,House,0.0,668.44,127.83,Other,3.0,2.0,1.0,0.0,Oklahoma
2300.0,House,0.0,1040.04,195.75,New Traditional,4.0,2.0,1.0,0.0,Texas
2995.0,Apartment,0.0,283.28,133.04,Colonial,1.0,1.0,1.0,1.0,Maryland
3100.0,House,0.0,667.73,231.79,Other,4.0,3.0,1.0,0.0,Texas
28.0,Other,24.0,1497.34,147.25,New Traditional,3.0,2.0,1.0,0.0,Georgia
2500.0,Apartment,0.0,668.44,120.77,Other,3.0,2.0,1.0,0.0,South Dakota
1350.0,Townhouse,0.0,668.44,88.26,Cape Cod,2.0,2.0,1.0,0.0,Maryland
650.0,Townhouse,0.0,687.97,34.19,Other,1.0,1.0,1.0,1.0,Indiana
3495.0,Townhouse,0.0,9145.9,133.04,Other,2.0,2.0,1.0,0.0,New York
12000.0,Other,0.0,668.44,166.85,Other,3.0,3.0,1.0,0.0,Florida
2215.0,Other,0.0,668.44,100.24,Other,2.0,1.0,1.0,0.0,Rhode Island
1875.0,Apartment,0.0,4127.8,489.41,Colonial,2.0,1.0,1.0,0.0,New Jersey
1750.0,Townhouse,2.0,668.44,103.03,Craftsman,2.0,3.0,1.0,0.0,Georgia
1700.0,House,0.0,736.53,114.55,New Traditional,2.0,1.0,1.0,0.0,Texas
6000.0,House,0.0,668.44,301.75,Other,5.0,3.0,1.0,0.0,Florida
2100.0,House,2.0,1214.06,144.0,Ranch,3.0,2.0,1.0,0.0,Alabama
2700.0,Townhouse,0.0,323.75,133.04,Other,3.0,1.0,1.0,1.0,Massachusetts
1199.0,Other,0.0,202.34,133.04,Other,3.0,2.0,1.0,0.0,Maryland
1705.0,Apartment,1.0,668.44,69.68,Colonial,2.0,1.0,1.0,1.0,Maryland
1950.0,House,2.0,48562.32,137.03,Ranch,3.0,2.0,1.0,0.0,Ohio
3100.0,Apartment,0.0,1412.35,148.27,Contemporary,2.0,3.0,1.0,0.0,Texas
3250.0,Apartment,1.0,75.62,75.62,Other,1.0,1.0,1.0,0.0,California
2500.0,House,0.0,2832.8,209.59,Ranch,4.0,2.0,1.0,0.0,Oklahoma
4000.0,Other,0.0,785.5,133.04,New Traditional,2.0,1.0,1.0,0.0,California
5000.0,House,2.0,730.68,131.83,Other,3.0,2.0,1.0,0.0,California
5922.0,Other,0.0,668.44,275.09,Other,3.0,2.0,1.0,0.0,California
3000.0,House,0.0,1375.93,200.95,Colonial,4.0,2.0,1.0,0.0,New Jersey
1150.0,Townhouse,0.0,780.23,127.18,New Traditional,2.0,2.0,1.0,0.0,Texas
2300.0,House,0.0,1173.59,158.49,Ranch,3.0,2.0,1.0,0.0,Mississippi
1495.0,Townhouse,0.0,668.44,116.13,Other,2.0,2.0,1.0,0.0,Oklahoma
1600.0,Apartment,2.0,668.44,61.97,Other,1.0,1.0,1.0,0.0,Virginia
2300.0,Townhouse,0.0,161.87,202.71,New Traditional,3.0,3.0,1.0,0.0,Texas
2700.0,Apartment,0.0,668.44,73.39,Other,2.0,1.0,1.0,0.0,California
3000.0,Townhouse,0.0,283.28,174.84,Other,3.0,3.0,1.0,0.0,Texas
2300.0,House,0.0,668.44,167.04,Other,3.0,2.0,1.0,0.0,Oklahoma
1800.0,House,2.0,485.62,105.17,New Traditional,3.0,2.0,1.0,0.0,Other
2400.0,House,0.0,554.42,246.29,Other,4.0,3.0,1.0,0.0,Texas
3000.0,Other,0.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,Massachusetts
4050.0,Townhouse,0.0,121.41,139.73,Colonial,3.0,4.0,1.0,1.0,South Carolina
5200.0,Townhouse,1.0,195301.45,133.04,Other,3.0,3.0,1.0,0.0,Massachusetts
2300.0,House,0.0,404.69,186.55,Other,4.0,2.0,1.0,0.0,Pennsylvania
2995.0,Townhouse,1.0,526.11,92.9,Contemporary,2.0,1.0,1.0,0.0,California
2300.0,House,0.0,416.83,141.49,Other,3.0,2.0,1.0,0.0,Texas
2750.0,House,0.0,242.81,112.97,Colonial,3.0,2.0,1.0,0.0,New Jersey
895.0,House,0.0,668.44,113.71,Other,3.0,2.0,1.0,0.0,Pennsylvania
1895.0,Townhouse,0.0,668.44,79.25,Other,2.0,2.0,1.0,0.0,Florida
950.0,Townhouse,0.0,80.94,98.11,Other,3.0,1.0,1.0,0.0,Michigan
4500.0,Other,1.0,668.44,163.04,Other,2.0,2.0,1.0,0.0,Rhode Island
2800.0,House,0.0,1173.59,202.9,Split Level,4.0,3.0,1.0,0.0,New Jersey
2800.0,House,0.0,890.31,134.43,Colonial,4.0,1.0,1.0,0.0,New Jersey
3250.0,House,0.0,793.18,300.36,Other,5.0,4.0,1.0,0.0,Texas
3510.0,Other,0.0,668.44,116.31,Other,3.0,2.0,1.0,0.0,Massachusetts
2400.0,Townhouse,0.0,485.62,172.34,Victorian,3.0,2.0,1.0,1.0,Maryland
8500.0,House,3.0,668.44,373.1,Other,5.0,4.0,1.0,0.0,Florida
2650.0,Apartment,0.0,668.44,133.04,Other,2.0,1.0,1.0,0.0,New Jersey
3750.0,House,0.0,1254.53,194.72,Colonial,5.0,4.0,1.0,0.0,New Jersey
3000.0,Townhouse,3.0,692.01,135.17,Other,3.0,2.0,1.0,0.0,Texas
1500.0,Other,0.0,1052.18,252.7,Other,3.0,2.0,1.0,0.0,Pennsylvania
3700.0,Apartment,0.0,80.94,108.79,Other,2.0,2.0,1.0,0.0,New York
4500.0,House,0.0,465.39,221.85,New Traditional,3.0,4.0,1.0,0.0,Texas
1500.0,House,0.0,724.39,112.97,Other,3.0,1.0,1.0,0.0,South Carolina
2100.0,House,2.0,323.75,161.28,Other,3.0,3.0,1.0,0.0,Nevada
2809.0,House,0.0,508.69,176.42,New Traditional,4.0,3.0,1.0,0.0,Texas
25.0,Other,0.0,139.21,133.04,Other,3.0,2.0,1.0,0.0,Texas
3300.0,House,0.0,687.97,318.47,New Traditional,4.0,4.0,1.0,0.0,Texas
5000.0,Other,0.0,668.44,136.29,Other,2.0,2.0,1.0,0.0,Florida
1195.0,Townhouse,0.0,668.44,137.68,Other,3.0,2.0,1.0,0.0,Oklahoma
1500.0,House,0.0,1214.06,112.97,Other,3.0,2.0,1.0,0.0,Oklahoma
1300.0,Apartment,0.0,526.09,79.62,Other,2.0,1.0,1.0,0.0,Florida
1450.0,House,0.0,1335.46,97.18,New Traditional,2.0,2.0,1.0,0.0,Georgia
17.0,Other,0.0,2185.3,763.01,Other,3.0,2.0,1.0,0.0,Michigan
2400.0,Apartment,0.0,668.44,72.65,Other,2.0,1.0,1.0,0.0,New Hampshire
925.0,House,0.0,1040.04,113.71,Other,3.0,1.0,1.0,0.0,Louisiana
75000.0,House,0.0,2792.33,675.87,Other,5.0,8.0,1.0,0.0,New Jersey
6500.0,House,0.0,445.15,144.93,Other,4.0,3.0,1.0,0.0,New Jersey
4600.0,Townhouse,1.0,668.44,133.04,Other,3.0,3.0,1.0,0.0,New Jersey
1790.0,Townhouse,0.0,485.62,107.58,Other,2.0,2.0,1.0,0.0,Texas
3250.0,Apartment,0.0,2792.33,133.04,Other,2.0,2.0,1.0,0.0,New Jersey
3800.0,Townhouse,2.0,194.25,182.46,Other,3.0,3.0,1.0,0.0,Texas
2446.0,Apartment,0.0,668.44,67.82,Other,1.0,1.0,1.0,0.0,New Jersey
2500.0,Other,0.0,5706.07,133.04,Other,3.0,2.0,1.0,0.0,Texas
35000.0,House,0.0,668.44,133.04,Other,5.0,3.0,1.0,0.0,New Jersey
6995.0,House,3.0,890.31,479.38,Other,5.0,5.0,1.0,0.0,Nevada
2700.0,House,0.0,582.75,174.38,New Traditional,3.0,2.0,1.0,0.0,Tennessee
2600.0,Townhouse,1.0,668.44,133.04,Other,2.0,1.0,1.0,1.0,New Jersey
2450.0,House,0.0,566.56,187.39,Other,4.0,2.0,1.0,0.0,Texas
45000.0,Other,0.0,668.44,107.02,Other,3.0,2.0,1.0,0.0,New Jersey
4000.0,Townhouse,0.0,0.01,158.4,Other,2.0,2.0,1.0,0.0,Arizona
2100.0,House,0.0,728.43,60.39,Other,3.0,1.0,1.0,0.0,New York
1295.0,Apartment,0.0,607.03,150.5,Other,3.0,1.0,1.0,1.0,Indiana
1900.0,House,0.0,408.73,158.03,Other,3.0,3.0,1.0,0.0,Texas
2600.0,Townhouse,4.0,485.62,141.49,Other,2.0,3.0,1.0,0.0,Georgia
1800.0,Other,3.0,668.44,80.27,Other,2.0,1.0,1.0,0.0,Kentucky
3100.0,House,0.0,121.41,133.04,Colonial,2.0,2.0,1.0,0.0,New York
1250.0,House,0.0,668.44,129.69,Other,3.0,2.0,1.0,0.0,Oklahoma
2350.0,House,0.0,388.5,142.33,New Traditional,3.0,2.0,1.0,0.0,Texas
1050.0,Apartment,0.0,696.06,66.89,New Traditional,2.0,1.0,1.0,0.0,Texas
5700.0,Apartment,2.0,1161.04,162.58,Modern,3.0,4.0,1.0,0.0,California
