Price,Type,Parking Spaces,Land Size,Building Size,Architecture Style,Bedrooms,Bathrooms,Livingrooms,Basements,State
3900.0,Townhouse,0.0,97.12,133.04,Other,4.0,4.0,1.0,0.0,Georgia
1100.0,House,0.0,668.44,82.5,Other,2.0,1.0,1.0,0.0,Texas
2550.0,Apartment,0.0,668.44,59.27,Other,1.0,1.0,1.0,0.0,Florida
3000.0,Townhouse,0.0,668.44,128.76,Other,2.0,3.0,1.0,0.0,Florida
2200.0,Townhouse,2.0,668.44,115.2,Colonial,2.0,2.0,1.0,0.0,Virginia
2500.0,House,0.0,501.81,193.89,Other,3.0,3.0,1.0,0.0,Texas
4800.0,Apartment,0.0,668.44,100.34,Other,2.0,2.0,1.0,0.0,Florida
1525.0,Townhouse,0.0,668.44,91.97,Other,2.0,3.0,1.0,0.0,Florida
2500.0,Apartment,2.0,121.41,133.04,Contemporary,3.0,2.0,1.0,0.0,Georgia
2400.0,House,0.0,485.62,194.26,New Traditional,4.0,3.0,1.0,0.0,Georgia
3200.0,Townhouse,2.0,668.44,104.89,Other,2.0,2.0,1.0,0.0,Massachusetts
2500.0,House,0.0,1019.81,130.81,Ranch,4.0,2.0,1.0,0.0,Arizona
2800.0,Apartment,0.0,668.44,92.9,Other,2.0,1.0,1.0,0.0,Massachusetts
2300.0,House,0.0,1052.18,170.38,Other,3.0,2.0,1.0,0.0,North Carolina
2900.0,House,2.0,647.5,329.62,New Traditional,5.0,4.0,1.0,0.0,Georgia
3500.0,Apartment,1.0,668.44,100.34,Other,2.0,2.0,1.0,0.0,Florida
2550.0,House,0.0,404.69,186.92,Craftsman,3.0,3.0,1.0,0.0,Other
2300.0,House,0.0,728.43,215.54,Other,4.0,3.0,1.0,0.0,Georgia
1600.0,House,2.0,882.22,139.54,Ranch,3.0,2.0,1.0,0.0,Oklahoma
1995.0,House,0.0,732.48,165.27,Other,3.0,2.0,1.0,0.0,Texas
1550.0,House,0.0,1173.59,101.08,Other,4.0,2.0,1.0,0.0,Florida
2395.0,Townhouse,0.0,242.81,179.86,Contemporary,3.0,3.0,1.0,0.0,Florida
2095.0,House,0.0,668.44,154.87,Other,4.0,2.0,1.0,0.0,Texas
1400.0,House,0.0,538.23,78.04,Other,2.0,1.0,1.0,0.0,Texas
2199.0,House,0.0,668.44,133.04,Other,3.0,3.0,1.0,0.0,Texas
2850.0,Other,0.0,809.37,126.16,Ranch,2.0,2.0,1.0,0.0,Other
5950.0,House,2.0,1295.0,314.48,Contemporary,5.0,3.0,1.0,1.0,Maryland
1500.0,House,0.0,668.44,37.16,Other,3.0,1.0,1.0,0.0,California
1195.0,Townhouse,0.0,40.47,74.32,Other,2.0,1.0,1.0,0.0,Oregon
7000.0,House,0.0,2136.74,343.37,New Traditional,5.0,5.0,1.0,0.0,Georgia
120000.0,Other,0.0,358.55,133.04,Other,3.0,2.0,1.0,0.0,Arizona
1900.0,Apartment,0.0,25009.59,106.93,Other,3.0,2.0,1.0,0.0,Florida
2350.0,House,2.0,526.09,223.34,Other,3.0,3.0,1.0,0.0,Georgia
2100.0,House,0.0,1011.72,150.22,Other,4.0,2.0,1.0,0.0,Oregon
4000.0,House,0.0,668.44,176.89,Other,4.0,3.0,1.0,0.0,Florida
2750.0,House,0.0,1967.58,145.39,Ranch,3.0,2.0,1.0,0.0,New York
1699.0,Townhouse,0.0,1007.67,120.59,Other,3.0,3.0,1.0,0.0,Texas
2800.0,Townhouse,0.0,202.34,165.74,Other,3.0,3.0,1.0,1.0,Pennsylvania
1870.0,House,0.0,2023.43,156.08,Other,3.0,2.0,1.0,0.0,Texas
2650.0,House,0.0,789.14,208.1,Other,4.0,3.0,1.0,0.0,Texas
4100.0,House,0.0,1343.56,292.09,Contemporary,4.0,4.0,1.0,0.0,Texas
700.0,Other,1.0,668.44,27.87,Other,1.0,1.0,1.0,0.0,Illinois
3500.0,House,0.0,242.81,154.78,New Traditional,3.0,3.0,1.0,0.0,Texas
2800.0,Townhouse,0.0,161.87,180.42,Colonial,3.0,4.0,1.0,1.0,Virginia
3800.0,House,0.0,668.44,247.49,Other,3.0,4.0,1.0,0.0,Florida
1500.0,Townhouse,0.0,1052.18,127.83,Other,3.0,2.0,1.0,0.0,Oregon
2250.0,Apartment,0.0,668.44,50.63,High Rise,3.0,1.0,1.0,0.0,Florida
2000.0,Other,0.0,668.44,133.04,Other,1.0,1.0,1.0,0.0,South Dakota
2395.0,House,4.0,364.22,197.51,Craftsman,4.0,3.0,1.0,0.0,Georgia
2200.0,House,1.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,South Dakota
1299.0,Other,2.0,668.44,62.71,New Traditional,1.0,1.0,1.0,0.0,Georgia
2300.0,Apartment,1.0,668.44,103.77,Other,2.0,2.0,1.0,0.0,Virginia
2000.0,Apartment,0.0,202.34,120.4,Ranch,3.0,2.0,1.0,0.0,Arizona
2200.0,House,0.0,687.97,155.33,Other,3.0,2.0,1.0,0.0,New York
850.0,Other,0.0,668.44,41.81,Other,1.0,1.0,1.0,0.0,Alabama
2395.0,House,0.0,1129.07,147.62,New Traditional,3.0,2.0,1.0,0.0,Texas
2300.0,Townhouse,0.0,206.39,182.28,Craftsman,3.0,4.0,1.0,0.0,Texas
2700.0,House,0.0,4896.7,229.19,Other,5.0,3.0,1.0,0.0,Florida
2300.0,House,0.0,712.25,154.13,New Traditional,3.0,2.0,1.0,0.0,Texas
2000.0,House,0.0,2023.43,152.92,Other,4.0,2.0,1.0,0.0,Texas
2750.0,House,2.0,404.69,181.44,New Traditional,4.0,3.0,1.0,0.0,Maryland
10000.0,House,0.0,1780.62,133.04,Other,5.0,2.0,1.0,0.0,Missouri
4000.0,House,2.0,668.44,162.58,Other,2.0,2.0,1.0,0.0,California
3500.0,House,0.0,728.43,253.81,Other,4.0,3.0,1.0,0.0,Florida
2300.0,House,0.0,20234.3,174.56,Other,4.0,2.0,1.0,0.0,Georgia
1300.0,House,0.0,732.48,104.89,Other,3.0,3.0,1.0,0.0,Texas
2800.0,House,0.0,930.78,173.08,Ranch,3.0,2.0,1.0,0.0,Arizona
2340.0,House,0.0,607.03,189.43,Other,4.0,3.0,1.0,0.0,Texas
2250.0,Townhouse,0.0,206.39,181.81,Craftsman,3.0,4.0,1.0,0.0,Texas
2150.0,Other,0.0,404.69,144.0,New Traditional,3.0,3.0,1.0,0.0,Other
2165.0,House,0.0,562.51,196.03,Other,4.0,2.0,1.0,0.0,Texas
1950.0,Apartment,0.0,668.44,109.53,Other,2.0,1.0,1.0,0.0,Pennsylvania
1850.0,Apartment,0.0,668.44,85.01,Other,2.0,2.0,1.0,0.0,Florida
2100.0,Townhouse,0.0,68149.13,120.77,Other,2.0,2.0,2.0,1.0,Pennsylvania
2850.0,House,3.0,668.44,244.52,Other,3.0,2.0,1.0,0.0,Massachusetts
2250.0,House,0.0,817.47,166.39,Other,3.0,2.0,1.0,0.0,Texas
2640.0,House,0.0,849.84,158.4,Other,3.0,3.0,1.0,0.0,California
9500.0,Other,0.0,789.54,133.04,Other,3.0,2.0,1.0,0.0,Missouri
2000.0,Apartment,0.0,121.41,121.33,New Traditional,2.0,2.0,1.0,0.0,Georgia
2750.0,House,0.0,12100.11,80.55,Other,2.0,2.0,1.0,0.0,Indiana
3000.0,Other,0.0,49306.94,743.22,Other,3.0,2.0,1.0,0.0,Texas
3000.0,Apartment,2.0,668.44,139.35,Other,3.0,2.0,1.0,0.0,Massachusetts
1295.0,Other,0.0,668.44,81.29,Other,1.0,1.0,1.0,0.0,South Dakota
4100.0,Apartment,0.0,668.44,102.19,Other,2.0,2.0,1.0,0.0,Florida
3250.0,Townhouse,1.0,668.44,40.97,Mediterranean,1.0,1.0,1.0,0.0,California
2000.0,House,0.0,161.87,139.54,Other,3.0,3.0,1.0,0.0,Florida
1150.0,House,0.0,942.92,104.79,Other,3.0,2.0,1.0,0.0,Louisiana
3100.0,Apartment,0.0,668.44,105.82,New Traditional,2.0,2.0,1.0,0.0,Arizona
3245.0,House,0.0,1052.18,184.04,New Traditional,3.0,3.0,1.0,0.0,Texas
1595.0,House,0.0,643.45,98.11,New Traditional,2.0,1.0,1.0,0.0,Texas
4250.0,Apartment,0.0,628.48,133.78,Other,3.0,2.0,1.0,0.0,Arizona
2300.0,House,0.0,607.03,117.71,New Traditional,3.0,2.0,1.0,0.0,Texas
1960.0,Other,0.0,668.44,94.48,Other,2.0,2.0,1.0,0.0,Rhode Island
7250.0,House,0.0,481.58,344.48,New Traditional,4.0,4.0,1.0,0.0,Texas
3200.0,Apartment,1.0,668.44,138.43,New Traditional,2.0,2.0,1.0,0.0,Georgia
2300.0,Townhouse,0.0,668.44,101.91,Other,2.0,2.0,1.0,0.0,Florida
1600.0,Apartment,0.0,404.69,84.08,Other,2.0,2.0,1.0,0.0,California
1400.0,Apartment,1.0,485.62,598.39,New Traditional,1.0,1.0,1.0,0.0,Maryland
1250.0,Apartment,0.0,1295.0,65.03,Other,1.0,1.0,1.0,0.0,Pennsylvania
2650.0,House,0.0,242.81,249.17,Other,5.0,3.0,1.0,0.0,Florida
1675.0,Apartment,0.0,2185.3,72.0,Other,1.0,1.0,1.0,0.0,Pennsylvania
3500.0,House,0.0,768.9,230.31,Other,4.0,3.0,1.0,0.0,Florida
1750.0,Townhouse,1.0,121.41,120.77,Other,3.0,2.0,1.0,1.0,Pennsylvania
2450.0,House,0.0,870.07,199.0,Other,3.0,2.0,1.0,0.0,Texas
2200.0,Apartment,0.0,668.44,86.4,Other,2.0,2.0,1.0,0.0,Florida
1795.0,Other,1.0,668.44,132.02,Other,3.0,3.0,1.0,0.0,Georgia
3000.0,Other,0.0,202.34,250.84,Other,3.0,2.0,1.0,0.0,Michigan
4500.0,House,0.0,1320.09,228.17,Colonial,4.0,3.0,1.0,0.0,Massachusetts
5450.0,Apartment,0.0,668.44,133.32,Other,2.0,2.0,1.0,0.0,Florida
2200.0,Townhouse,0.0,687.97,158.31,Other,2.0,1.0,1.0,0.0,California
1040.0,Townhouse,0.0,781.04,89.47,New Traditional,2.0,1.0,1.0,0.0,Texas
3500.0,House,0.0,352.08,260.87,New Traditional,4.0,4.0,1.0,0.0,Texas
3200.0,House,0.0,566.56,207.92,Other,4.0,4.0,1.0,0.0,Ohio
2150.0,Townhouse,0.0,461.34,147.16,New Traditional,3.0,3.0,1.0,0.0,Kansas
2200.0,House,0.0,667.73,173.82,New Traditional,4.0,2.0,1.0,0.0,Texas
2675.0,House,0.0,728.43,105.54,Cape Cod,4.0,2.0,1.0,0.0,New York
2450.0,Other,0.0,364.22,130.81,Other,3.0,2.0,1.0,0.0,California
3000.0,Apartment,0.0,2792.33,258.92,Other,2.0,1.0,1.0,0.0,California
2590.0,House,0.0,566.56,186.36,New Traditional,3.0,2.0,1.0,0.0,Texas
1650.0,Apartment,0.0,668.44,152.18,Other,4.0,3.0,1.0,0.0,Florida
3800.0,House,3.0,607.03,268.4,Other,4.0,4.0,1.0,0.0,California
2395.0,House,0.0,817.47,176.24,New Traditional,4.0,2.0,1.0,0.0,Texas
1010.0,Apartment,0.0,1295.0,46.45,Other,3.0,1.0,1.0,0.0,Pennsylvania
10000.0,House,3.0,668.44,563.27,Other,5.0,5.0,1.0,0.0,Florida
2650.0,Apartment,0.0,668.44,77.3,High Rise,1.0,1.0,1.0,0.0,Florida
3150.0,Apartment,0.0,668.44,91.7,High Rise,1.0,2.0,1.0,0.0,Florida
1700.0,Apartment,0.0,16859.22,82.87,New Traditional,2.0,1.0,1.0,0.0,Texas
1900.0,House,0.0,566.56,139.35,Other,3.0,2.0,1.0,0.0,Tennessee
1845.0,Apartment,1.0,668.44,80.18,Other,1.0,1.0,1.0,0.0,Pennsylvania
1275.0,Apartment,0.0,40.47,65.96,Other,1.0,1.0,1.0,0.0,Florida
2995.0,House,0.0,1040.04,130.71,New Traditional,4.0,2.0,1.0,0.0,Texas
1175.0,Apartment,2.0,1201.11,100.34,Other,3.0,2.0,1.0,0.0,Texas
970.0,Apartment,2.0,650.33,75.81,Other,2.0,1.0,1.0,0.0,Texas
1675.0,Apartment,0.0,668.44,83.61,Other,2.0,1.0,1.0,0.0,Florida
3950.0,House,0.0,659.64,242.48,New Traditional,3.0,3.0,1.0,0.0,Texas
6000.0,House,6.0,668.44,206.24,Other,3.0,3.0,1.0,0.0,California
1600.0,House,0.0,687.97,77.11,Other,2.0,1.0,1.0,0.0,Texas
9000.0,House,10.0,10602.77,636.11,Other,5.0,7.0,1.0,0.0,California
2000.0,House,0.0,668.44,110.37,Other,2.0,2.0,1.0,0.0,Florida
2900.0,House,0.0,687.97,262.45,New Traditional,4.0,4.0,1.0,0.0,Texas
2000.0,Apartment,1.0,83.33,66.52,Other,2.0,1.0,1.0,0.0,California
1850.0,House,0.0,25709.7,94.11,Other,1.0,2.0,1.0,0.0,Texas
2500.0,House,0.0,687.97,137.03,Ranch,3.0,3.0,1.0,1.0,Michigan
2400.0,Townhouse,0.0,202.34,139.54,Other,3.0,3.0,1.0,0.0,California
2250.0,Apartment,0.0,1295.0,102.19,Ranch,2.0,1.0,1.0,0.0,New York
1900.0,House,0.0,1173.59,186.92,Other,3.0,2.0,1.0,0.0,Florida
1565.0,Townhouse,0.0,4330.14,77.11,Other,2.0,1.0,1.0,0.0,Florida
1700.0,Other,0.0,2602.13,133.04,Other,3.0,2.0,1.0,0.0,Texas
1650.0,Other,0.0,668.44,124.86,Other,3.0,3.0,1.0,0.0,Florida
3600.0,House,0.0,668.44,204.39,Ranch,3.0,2.0,1.0,0.0,Rhode Island
3500.0,House,0.0,668.44,93.46,Other,2.0,2.0,1.0,0.0,Florida
1450.0,Apartment,0.0,668.44,53.88,Other,1.0,1.0,1.0,0.0,Florida
2900.0,House,0.0,890.31,209.78,New Traditional,4.0,3.0,1.0,0.0,Texas
2000.0,House,0.0,4318.0,151.9,Other,3.0,2.0,1.0,0.0,Texas
1875.0,House,0.0,2023.43,144.19,Other,3.0,2.0,1.0,0.0,Texas
2550.0,Apartment,0.0,668.44,129.69,Other,2.0,3.0,1.0,0.0,Florida
2895.0,House,0.0,809.37,260.78,Contemporary,4.0,3.0,1.0,0.0,Ohio
5000.0,House,3.0,1393.55,207.08,Other,5.0,3.0,1.0,0.0,California
3200.0,Apartment,1.0,94.11,94.11,Other,2.0,2.0,1.0,0.0,California
6500.0,House,1.0,668.44,54.63,Other,1.0,1.0,1.0,0.0,California
5500.0,House,0.0,1011.72,138.05,Other,2.0,2.0,1.0,0.0,Florida
3500.0,Apartment,0.0,668.44,116.22,Other,2.0,2.0,1.0,0.0,Florida
2500.0,Townhouse,0.0,165.92,159.98,Other,3.0,3.0,1.0,0.0,Texas
3200.0,House,2.0,668.44,168.43,Other,4.0,2.0,1.0,0.0,Florida
1700.0,House,0.0,667.73,105.35,New Traditional,3.0,2.0,1.0,0.0,Texas
4495.0,House,0.0,809.37,367.15,New Traditional,4.0,4.0,1.0,0.0,Texas
2600.0,Apartment,0.0,23836.0,141.21,Other,3.0,2.0,1.0,0.0,Florida
1800.0,Townhouse,0.0,668.44,141.21,Other,3.0,2.0,1.0,0.0,Tennessee
4250.0,House,3.0,679.68,365.76,Other,4.0,5.0,1.0,0.0,California
2500.0,House,0.0,687.97,208.85,New Traditional,3.0,3.0,1.0,0.0,Texas
3195.0,House,0.0,526.09,300.45,New Traditional,4.0,4.0,1.0,0.0,Texas
1850.0,Other,1.0,668.44,44.13,High Rise,3.0,1.0,1.0,0.0,South Dakota
3795.0,House,0.0,461.34,265.8,Other,4.0,3.0,1.0,0.0,Texas
2200.0,House,0.0,590.84,185.71,New Traditional,4.0,2.0,1.0,0.0,Tennessee
1790.0,Other,2.0,668.44,106.84,Other,2.0,1.0,1.0,0.0,Rhode Island
1925.0,Other,2.0,342.36,180.42,Other,3.0,3.0,1.0,0.0,Texas
19.0,Other,5.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,Georgia
4950.0,House,0.0,914.59,381.46,Other,6.0,5.0,1.0,0.0,Texas
3850.0,House,0.0,668.44,123.28,Other,3.0,3.0,1.0,0.0,Florida
2195.0,House,0.0,518.0,124.12,New Traditional,3.0,2.0,1.0,0.0,Texas
1425.0,Apartment,0.0,668.44,89.28,Contemporary,2.0,2.0,1.0,0.0,Texas
2500.0,House,0.0,364.22,100.06,Other,3.0,2.0,1.0,0.0,Florida
1595.0,Townhouse,0.0,668.44,110.18,Other,2.0,2.0,1.0,0.0,Texas
5500.0,House,0.0,668.44,199.56,Other,3.0,2.0,1.0,0.0,Florida
1700.0,House,0.0,445.15,102.19,Bungalow,3.0,2.0,1.0,1.0,Michigan
2300.0,House,0.0,1133.12,206.8,Other,3.0,2.0,1.0,0.0,Florida
7750.0,House,3.0,495.27,233.74,Other,4.0,3.0,1.0,0.0,Pennsylvania
2100.0,Townhouse,0.0,898.4,148.46,New Traditional,3.0,2.0,1.0,0.0,Texas
2225.0,Apartment,0.0,668.44,75.72,Other,2.0,2.0,1.0,0.0,Florida
2000.0,Apartment,0.0,668.44,69.68,Other,2.0,2.0,1.0,0.0,Florida
1970.0,Other,0.0,2023.43,176.52,Ranch,4.0,4.0,1.0,0.0,Florida
3300.0,Other,0.0,668.44,102.19,Other,4.0,2.0,1.0,0.0,South Dakota
4500.0,Townhouse,0.0,121.41,214.79,Other,3.0,4.0,1.0,0.0,Florida
1475.0,Apartment,0.0,668.44,133.04,Other,1.0,2.0,1.0,0.0,South Carolina
2050.0,Other,2.0,668.44,83.61,Other,2.0,1.0,1.0,0.0,Virginia
2700.0,Apartment,0.0,668.44,133.04,Other,2.0,1.0,1.0,0.0,Kentucky
3125.0,Apartment,0.0,668.44,74.32,Other,2.0,1.0,1.0,0.0,Pennsylvania
3115.0,Other,0.0,668.44,153.66,Other,3.0,1.0,1.0,0.0,Massachusetts
2495.0,House,0.0,668.44,162.58,Other,3.0,3.0,1.0,0.0,Ohio
2400.0,House,0.0,473.48,146.32,New Traditional,3.0,2.0,1.0,0.0,Texas
2300.0,Townhouse,0.0,80.94,126.44,Other,3.0,3.0,1.0,0.0,Florida
2600.0,House,2.0,557.25,172.71,Other,4.0,3.0,1.0,0.0,Texas
3595.0,House,0.0,631.31,202.62,Contemporary,3.0,3.0,1.0,0.0,Texas
1900.0,Apartment,0.0,8602.41,91.23,Other,2.0,2.0,1.0,0.0,Texas
3600.0,Apartment,0.0,668.44,60.67,Other,1.0,2.0,1.0,0.0,Florida
2800.0,Other,0.0,101.17,185.06,New Traditional,3.0,3.0,1.0,0.0,Other
3500.0,Other,0.0,647.5,145.39,Other,3.0,2.0,1.0,0.0,Florida
2950.0,Apartment,0.0,668.44,134.71,Other,3.0,3.0,1.0,0.0,Florida
2290.0,Apartment,0.0,687.97,138.05,Other,3.0,3.0,1.0,0.0,California
2100.0,Apartment,0.0,668.44,65.68,Other,1.0,1.0,1.0,0.0,Florida
2350.0,Townhouse,0.0,161.87,142.7,Other,3.0,3.0,1.0,0.0,Florida
3500.0,House,3.0,647.53,302.12,Other,5.0,3.0,1.0,0.0,California
3000.0,House,2.0,668.44,295.43,Other,4.0,3.0,1.0,0.0,Oklahoma
4690.0,Townhouse,2.0,668.44,177.07,Other,3.0,3.0,1.0,0.0,California
1650.0,House,0.0,668.44,133.04,Other,2.0,1.0,1.0,0.0,Florida
3000.0,House,4.0,5260.92,111.11,Bungalow,2.0,2.0,1.0,0.0,Georgia
1900.0,Other,0.0,668.44,123.65,Other,3.0,1.0,1.0,0.0,Rhode Island
2500.0,House,0.0,668.44,136.57,Other,2.0,2.0,1.0,0.0,Florida
850.0,House,0.0,4046.86,117.34,Other,2.0,2.0,1.0,0.0,Louisiana
2200.0,Apartment,0.0,668.44,70.61,Other,1.0,1.0,1.0,0.0,Florida
1645.0,Townhouse,0.0,607.03,105.17,Other,2.0,1.0,1.0,0.0,Florida
3100.0,Apartment,0.0,40.47,71.91,Other,2.0,1.0,1.0,0.0,New Jersey
3400.0,House,1.0,668.44,165.74,Other,2.0,2.0,1.0,0.0,Florida
8000.0,House,0.0,1335.46,208.85,Other,4.0,3.0,1.0,0.0,Florida
1150.0,House,0.0,445.15,133.04,Other,3.0,1.0,1.0,0.0,Ohio
1750.0,Other,2.0,348.03,114.46,Other,2.0,2.0,1.0,0.0,Other
3850.0,House,0.0,5422.79,267.37,Colonial,5.0,4.0,1.0,0.0,Other
3300.0,Townhouse,2.0,668.44,124.58,Other,2.0,2.0,1.0,0.0,California
2500.0,Townhouse,0.0,668.44,114.27,Other,3.0,2.0,1.0,0.0,Florida
3000.0,House,0.0,708.2,135.73,Other,3.0,2.0,1.0,0.0,Texas
1795.0,House,0.0,809.37,143.07,Ranch,3.0,3.0,1.0,0.0,Other
6750.0,House,0.0,668.44,158.49,Other,3.0,2.0,1.0,0.0,Florida
1295.0,Apartment,0.0,263.05,74.32,Other,1.0,1.0,1.0,0.0,Other
1800.0,House,0.0,607.03,138.15,Other,3.0,3.0,1.0,0.0,Oregon
2200.0,House,0.0,1214.06,195.47,Other,3.0,3.0,1.0,0.0,Ohio
1650.0,Apartment,0.0,668.44,96.43,Other,2.0,2.0,1.0,0.0,Virginia
2150.0,House,0.0,643.45,182.65,Other,3.0,2.0,1.0,0.0,Kansas
2850.0,House,0.0,728.43,283.08,New Traditional,4.0,3.0,1.0,0.0,Texas
3800.0,House,2.0,717.68,175.96,Other,4.0,2.0,1.0,0.0,Pennsylvania
2500.0,House,0.0,687.97,169.83,Other,4.0,2.0,1.0,0.0,Indiana
1600.0,Townhouse,0.0,80.94,92.16,New Traditional,3.0,2.0,1.0,1.0,Pennsylvania
1550.0,Apartment,0.0,668.44,52.95,Other,1.0,1.0,1.0,0.0,Florida
2500.0,Townhouse,0.0,445.15,122.26,Other,3.0,2.0,1.0,0.0,Florida
3750.0,House,4.0,668.44,126.91,Other,4.0,2.0,1.0,0.0,California
1600.0,Townhouse,0.0,121.41,118.36,Other,3.0,1.0,1.0,1.0,Pennsylvania
1800.0,House,2.0,445.15,192.96,Craftsman,3.0,3.0,1.0,0.0,Georgia
1400.0,House,2.0,3035.15,94.76,New Traditional,3.0,2.0,1.0,0.0,Missouri
3950.0,House,0.0,1133.12,262.82,Other,5.0,3.0,1.0,0.0,Florida
4000.0,Townhouse,2.0,2297.49,133.78,Contemporary,3.0,3.0,1.0,0.0,California
1825.0,Apartment,0.0,668.44,86.03,Other,2.0,2.0,1.0,0.0,Florida
1950.0,Townhouse,0.0,728.43,79.71,Other,2.0,1.0,1.0,0.0,Florida
2000.0,Townhouse,0.0,121.41,148.18,Other,3.0,3.0,1.0,0.0,California
30.0,Other,0.0,8903.09,162.77,Other,3.0,2.0,1.0,0.0,California
795.0,House,0.0,404.69,126.35,Other,3.0,2.0,1.0,0.0,Louisiana
1595.0,Apartment,0.0,4046.86,61.97,Other,1.0,1.0,1.0,0.0,Florida
2000.0,Apartment,0.0,668.44,120.22,Other,2.0,2.0,1.0,0.0,Florida
3499.0,House,0.0,668.44,108.14,Other,3.0,2.0,1.0,0.0,Florida
1795.0,Townhouse,0.0,728.43,108.05,Other,3.0,2.0,1.0,0.0,California
925.0,House,0.0,45082.02,62.43,Other,2.0,1.0,1.0,0.0,Florida
1550.0,House,0.0,971.25,133.04,Other,3.0,2.0,1.0,0.0,Pennsylvania
2100.0,House,0.0,242.81,111.2,Other,3.0,2.0,1.0,0.0,Florida
1800.0,Apartment,0.0,668.44,71.26,Other,2.0,2.0,1.0,0.0,Florida
2500.0,Other,3.0,668.44,130.06,Other,2.0,2.0,1.0,0.0,South Dakota
1695.0,House,0.0,2428.12,120.77,Ranch,3.0,2.0,1.0,0.0,Other
3100.0,House,1.0,580.74,80.45,Other,2.0,1.0,1.0,0.0,California
6500.0,Other,0.0,668.44,120.77,Other,3.0,2.0,1.0,0.0,California
2200.0,Townhouse,0.0,668.44,94.95,Other,2.0,2.0,1.0,0.0,Florida
1800.0,Apartment,0.0,668.44,74.14,Other,1.0,2.0,1.0,0.0,Florida
3400.0,Apartment,0.0,37919080.0,99.22,Other,2.0,2.0,1.0,0.0,Florida
3400.0,Townhouse,0.0,242.81,237.27,Other,5.0,2.0,1.0,0.0,Florida
3600.0,Townhouse,0.0,668.44,157.01,Other,3.0,3.0,1.0,0.0,Florida
900.0,Apartment,0.0,1254.53,64.1,Other,1.0,1.0,1.0,0.0,New York
2495.0,Other,1.0,668.44,212.56,Ranch,4.0,2.0,1.0,0.0,Washington
1200.0,House,0.0,323.75,102.38,Other,3.0,1.0,1.0,0.0,Ohio
3500.0,House,0.0,548.41,101.82,Other,3.0,2.0,1.0,0.0,California
2700.0,Other,1.0,668.44,133.04,Loft,1.0,2.0,1.0,0.0,South Dakota
1900.0,Apartment,0.0,668.44,70.05,Other,2.0,2.0,1.0,0.0,Florida
1495.0,Apartment,0.0,121.41,78.22,Contemporary,1.0,1.0,1.0,0.0,Florida
1900.0,Apartment,0.0,668.44,68.84,Other,1.0,1.0,1.0,0.0,Florida
1695.0,Apartment,0.0,80.94,108.7,Other,2.0,2.0,1.0,0.0,Florida
1770.0,House,0.0,534.19,134.24,Other,3.0,2.0,1.0,0.0,Texas
2895.0,Townhouse,1.0,668.44,60.39,Other,1.0,1.0,1.0,0.0,California
2300.0,House,0.0,785.09,161.47,Ranch,3.0,2.0,1.0,0.0,Arizona
4700.0,House,3.0,613.16,248.52,Other,5.0,3.0,1.0,0.0,California
4800.0,House,2.0,613.25,128.58,Other,3.0,2.0,1.0,0.0,California
2450.0,House,4.0,8093.72,211.82,New Traditional,4.0,2.0,1.0,0.0,Georgia
1700.0,Townhouse,0.0,668.44,87.7,Other,2.0,2.0,1.0,0.0,Florida
1750.0,Apartment,0.0,697.33,60.39,Other,1.0,1.0,1.0,0.0,California
2900.0,Apartment,0.0,668.44,65.4,Other,1.0,1.0,1.0,0.0,Florida
4100.0,Apartment,0.0,668.44,93.74,Other,2.0,2.0,1.0,0.0,Florida
3450.0,House,0.0,1129.07,300.36,New Traditional,4.0,4.0,1.0,0.0,Texas
2100.0,House,0.0,647.5,186.74,New Traditional,3.0,3.0,1.0,0.0,Texas
2600.0,Townhouse,0.0,813.42,143.63,Ranch,3.0,2.0,1.0,0.0,Texas
1875.0,House,0.0,607.03,130.71,Other,3.0,2.0,1.0,0.0,Texas
3600.0,Apartment,0.0,668.44,113.16,High Rise,2.0,2.0,1.0,0.0,Florida
1200.0,House,0.0,9935.04,242.57,Ranch,2.0,1.0,1.0,0.0,Arizona
1590.0,Townhouse,0.0,161.87,117.8,Other,2.0,3.0,1.0,0.0,Florida
6500.0,House,1.0,668.44,241.55,Other,3.0,3.0,1.0,0.0,South Dakota
2200.0,House,0.0,647.5,148.64,Other,2.0,2.0,1.0,0.0,California
3295.0,House,0.0,813.42,236.53,New Traditional,3.0,3.0,1.0,0.0,Texas
1365.0,Apartment,0.0,566.56,46.45,Other,1.0,1.0,1.0,0.0,Pennsylvania
12000.0,Apartment,0.0,668.44,297.29,Other,3.0,3.0,1.0,0.0,Florida
2600.0,House,0.0,668.44,191.66,Other,2.0,1.0,1.0,0.0,Florida
1.0,Other,0.0,22298.2,133.04,Other,3.0,2.0,1.0,0.0,Oregon
1950.0,House,0.0,704.15,106.47,Craftsman,3.0,1.0,1.0,0.0,Texas
2395.0,House,2.0,1659.21,215.26,New Traditional,4.0,3.0,1.0,0.0,Georgia
6900.0,House,2.0,697.98,155.61,Other,4.0,3.0,1.0,0.0,California
6000.0,House,0.0,764.03,152.55,Other,4.0,2.0,1.0,0.0,California
1900.0,Apartment,0.0,668.44,69.31,Other,1.0,2.0,1.0,0.0,Florida
2600.0,Townhouse,0.0,668.44,203.64,Other,2.0,2.0,1.0,0.0,Florida
2300.0,House,0.0,667.73,196.68,Other,3.0,2.0,1.0,0.0,Texas
